item_id,Month,Year,Qty,Sales
SKU-14740000,Feb,2023,10,81
SKU-14750000,Feb,2023,0,0
SKU-14760000,Feb,2023,0,0
SKU-14770000,Feb,2023,0,0
SKU-14780001,Feb,2023,3,160
SKU-14790001,Feb,2023,4,318
SKU-14800000,Feb,2023,1,70
SKU-14810000,Feb,2023,4,75
SKU-14820001,Feb,2023,51,147
SKU-14830000,Feb,2023,0,0
SKU-14840001,Feb,2023,46,72
SKU-14850001,Feb,2023,2,107
SKU-14860001,Feb,2023,0,24
SKU-14870000,Feb,2023,0,0
SKU-14880000,Feb,2023,0,0
SKU-14890000,Feb,2023,8,31
SKU-14900000,Feb,2023,2,123
SKU-14910000,Feb,2023,4,62
SKU-14920000,Feb,2023,9,86
SKU-14930001,Feb,2023,1,56
SKU-14940000,Feb,2023,4,250
SKU-14950000,Feb,2023,0,0
SKU-14960001,Feb,2023,4,32
SKU-14970001,Feb,2023,6,105
SKU-14980000,Feb,2023,8,50
SKU-14990001,Feb,2023,0,0
SKU-15000001,Feb,2023,2,133
SKU-15010001,Feb,2023,1,96
SKU-15020000,Feb,2023,15,71
SKU-15030001,Feb,2023,0,0
SKU-15040001,Feb,2023,0,0
SKU-15050000,Feb,2023,4,125
SKU-15060000,Feb,2023,3,105
SKU-15070001,Feb,2023,16,56
SKU-15080001,Feb,2023,8,223
SKU-15090000,Feb,2023,1,25
SKU-15100000,Feb,2023,0,0
SKU-15110001,Feb,2023,0,0
SKU-15120000,Feb,2023,0,28
SKU-15130001,Feb,2023,0,0
SKU-15140000,Feb,2023,0,0
SKU-15150001,Feb,2023,0,0
SKU-15160001,Feb,2023,1,36
SKU-15170001,Feb,2023,1,250
SKU-15180001,Feb,2023,0,0
SKU-15190000,Feb,2023,2,180
SKU-15200000,Feb,2023,17,107
SKU-15210001,Feb,2023,12,210
SKU-15220001,Feb,2023,0,0
SKU-15230001,Feb,2023,0,0
SKU-15240000,Feb,2023,1,90
SKU-15250000,Feb,2023,2,16
SKU-15260001,Feb,2023,10,153
SKU-15270001,Feb,2023,19,191
SKU-15280001,Feb,2023,1,64
SKU-15290000,Feb,2023,4,54
SKU-15300000,Feb,2023,0,21
SKU-15310001,Feb,2023,10,225
SKU-15320000,Feb,2023,0,0
SKU-15330000,Feb,2023,2,10
SKU-15340001,Feb,2023,0,0
SKU-15350000,Feb,2023,0,204
SKU-15360001,Feb,2023,4,13
SKU-15370001,Feb,2023,0,0
SKU-15380000,Feb,2023,3,27
SKU-15390000,Feb,2023,5,183
SKU-15400000,Feb,2023,2,111
SKU-15410001,Feb,2023,0,0
SKU-15420000,Feb,2023,0,17
SKU-15430001,Feb,2023,2,116
SKU-15440001,Feb,2023,0,0
SKU-15450001,Feb,2023,3,89
SKU-15460000,Feb,2023,0,0
SKU-15470001,Feb,2023,0,51
SKU-15480000,Feb,2023,6,32
SKU-15490000,Feb,2023,0,25
SKU-15500001,Feb,2023,0,0
SKU-15510001,Feb,2023,6,47
SKU-15520001,Feb,2023,1,75
SKU-15530000,Feb,2023,32,261
SKU-15540000,Feb,2023,0,0
SKU-15550001,Feb,2023,6,29
SKU-15560001,Feb,2023,1,48
SKU-15570001,Feb,2023,4,82
SKU-15580000,Feb,2023,0,0
SKU-15590000,Feb,2023,10,33
SKU-15600001,Feb,2023,14,147
SKU-15610000,Feb,2023,1,15
SKU-15620001,Feb,2023,5,27
SKU-15630000,Feb,2023,0,0
SKU-15640001,Feb,2023,1,14
SKU-15650001,Feb,2023,1,49
SKU-15660001,Feb,2023,2,67
SKU-15670001,Feb,2023,5,277
SKU-15680001,Feb,2023,4,61
SKU-15690000,Feb,2023,2,43
SKU-15700000,Feb,2023,0,0
SKU-15710001,Feb,2023,0,0
SKU-15720000,Feb,2023,3,310
SKU-15730000,Feb,2023,0,0
SKU-15740001,Feb,2023,0,0
SKU-15750001,Feb,2023,4,107
SKU-15760000,Feb,2023,0,0
SKU-15770001,Feb,2023,0,0
SKU-15780000,Feb,2023,26,77
SKU-15790001,Feb,2023,0,0
SKU-15800001,Feb,2023,0,0
SKU-15810000,Feb,2023,1,37
SKU-15820001,Feb,2023,1,49
SKU-15830001,Feb,2023,96,234
SKU-15840001,Feb,2023,0,0
SKU-15850001,Feb,2023,0,0
SKU-15860000,Feb,2023,0,0
SKU-15870000,Feb,2023,0,0
SKU-15880001,Feb,2023,0,0
SKU-15890000,Feb,2023,0,0
SKU-15900000,Feb,2023,4,47
SKU-15910001,Feb,2023,0,0
SKU-15920001,Feb,2023,6,24
SKU-15930000,Feb,2023,3,106
SKU-15940000,Feb,2023,41,135
SKU-15950001,Feb,2023,0,39
SKU-15960000,Feb,2023,0,0
SKU-15970000,Feb,2023,4,131
SKU-15980000,Feb,2023,1,107
SKU-15990000,Feb,2023,0,0
SKU-16000001,Feb,2023,1,36
SKU-16010001,Feb,2023,19,41
SKU-16020001,Feb,2023,0,0
SKU-16030000,Feb,2023,0,17
SKU-16040001,Feb,2023,4,8
SKU-16050001,Feb,2023,8,18
SKU-16060001,Feb,2023,0,0
SKU-16070000,Feb,2023,19,566
SKU-16080001,Feb,2023,1,79
SKU-16090001,Feb,2023,0,0
SKU-16100001,Feb,2023,4,57
SKU-16110000,Feb,2023,5,25
SKU-16120001,Feb,2023,0,0
SKU-16130000,Feb,2023,1,26
SKU-16140001,Feb,2023,0,0
SKU-16150001,Feb,2023,0,0
SKU-16160000,Feb,2023,5,78
SKU-16170001,Feb,2023,2,101
SKU-16180001,Feb,2023,0,0
SKU-16190001,Feb,2023,4,42
SKU-16200001,Feb,2023,0,11
SKU-16210001,Feb,2023,6,129
SKU-16220000,Feb,2023,9,429
SKU-16230001,Feb,2023,1,27
SKU-16240001,Feb,2023,8,45
SKU-16250001,Feb,2023,1,49
SKU-16260001,Feb,2023,0,0
SKU-16270000,Feb,2023,2,49
SKU-16280001,Feb,2023,3,193
SKU-16290000,Feb,2023,3,161
SKU-16300001,Feb,2023,0,31
SKU-16310000,Feb,2023,1,29
SKU-16320000,Feb,2023,0,0
SKU-16330000,Feb,2023,0,22
SKU-16340000,Feb,2023,28,388
SKU-16350001,Feb,2023,2,115
SKU-16360001,Feb,2023,0,0
SKU-16370000,Feb,2023,1,79
SKU-16380000,Feb,2023,1,13
SKU-16390000,Feb,2023,7,156
SKU-16400001,Feb,2023,0,11
SKU-16410001,Feb,2023,0,0
SKU-16420001,Feb,2023,0,0
SKU-16430001,Feb,2023,2,54
SKU-16440001,Feb,2023,0,0
SKU-16450001,Feb,2023,4,121
SKU-16460001,Feb,2023,0,0
SKU-16470001,Feb,2023,2,101
SKU-16480001,Feb,2023,0,3
SKU-16490000,Feb,2023,0,0
SKU-16500000,Feb,2023,3,48
SKU-16510000,Feb,2023,0,0
SKU-16520001,Feb,2023,5,66
SKU-16530001,Feb,2023,0,0
SKU-16540001,Feb,2023,1,50
SKU-16550001,Feb,2023,4,12
SKU-16560001,Feb,2023,4,18
SKU-16570001,Feb,2023,0,0
SKU-16580000,Feb,2023,1,36
SKU-16590001,Feb,2023,0,0
SKU-16600001,Feb,2023,0,0
SKU-16610000,Feb,2023,3,79
SKU-16620000,Feb,2023,0,24
SKU-16630000,Feb,2023,8,24
SKU-16640000,Feb,2023,2,62
SKU-16650000,Feb,2023,1,37
SKU-16660001,Feb,2023,0,0
SKU-16670001,Feb,2023,1,35
SKU-16680000,Feb,2023,6,54
SKU-16690001,Feb,2023,4,59
SKU-16700000,Feb,2023,0,0
SKU-16710001,Feb,2023,14,83
SKU-16720001,Feb,2023,0,0
SKU-16730000,Feb,2023,1,23
SKU-16740001,Feb,2023,0,0
SKU-16750000,Feb,2023,0,4
SKU-16760000,Feb,2023,5,187
SKU-16770000,Feb,2023,0,11
SKU-16780000,Feb,2023,5,62
SKU-16790000,Feb,2023,0,0
SKU-16800000,Feb,2023,0,0
SKU-16810001,Feb,2023,0,15
SKU-16820001,Feb,2023,6,33
SKU-16830001,Feb,2023,0,0
SKU-16840000,Feb,2023,5,40
SKU-16850000,Feb,2023,0,0
SKU-16860000,Feb,2023,0,0
SKU-16870000,Feb,2023,2,60
SKU-16880001,Feb,2023,6,30
SKU-16890000,Feb,2023,14,374
SKU-16900000,Feb,2023,0,0
SKU-16910000,Feb,2023,0,36
SKU-16920001,Feb,2023,5,125
SKU-16930000,Feb,2023,1,42
SKU-16940001,Feb,2023,2,120
SKU-16950001,Feb,2023,0,0
SKU-16960001,Feb,2023,0,0
SKU-16970000,Feb,2023,0,0
SKU-16980000,Feb,2023,2,41
SKU-16990001,Feb,2023,4,96
SKU-17000001,Feb,2023,0,0
SKU-17010000,Feb,2023,0,25
SKU-17020000,Feb,2023,0,0
SKU-17030001,Feb,2023,3,21
SKU-17040001,Feb,2023,0,0
SKU-17050000,Feb,2023,0,0
SKU-17060001,Feb,2023,0,106
SKU-17070001,Feb,2023,0,0
SKU-17080001,Feb,2023,0,0
SKU-17090000,Feb,2023,0,0
SKU-17100001,Feb,2023,0,0
SKU-17110000,Feb,2023,17,151
SKU-17120000,Feb,2023,6,48
SKU-17130000,Feb,2023,0,3
SKU-17140000,Feb,2023,1,11
SKU-17150000,Feb,2023,2,21
SKU-17160001,Feb,2023,15,73
SKU-17170001,Feb,2023,4,38
SKU-17180000,Feb,2023,0,0
SKU-17190000,Feb,2023,0,0
SKU-17200000,Feb,2023,0,0
SKU-17210001,Feb,2023,13,73
SKU-17220001,Feb,2023,1,49
SKU-17230001,Feb,2023,0,0
SKU-17240000,Feb,2023,0,0
SKU-17250000,Feb,2023,4,92
SKU-17260001,Feb,2023,1,12
SKU-17270000,Feb,2023,7,39
SKU-17280000,Feb,2023,0,8
SKU-17290001,Feb,2023,0,14
SKU-17300001,Feb,2023,2,66
SKU-17310000,Feb,2023,0,0
SKU-17320001,Feb,2023,4,28
SKU-17330000,Feb,2023,0,0
SKU-17340001,Feb,2023,0,0
SKU-17350001,Feb,2023,0,19
SKU-17360001,Feb,2023,2,100
SKU-17370000,Feb,2023,8,54
SKU-17380001,Feb,2023,6,19
SKU-17390001,Feb,2023,0,0
SKU-17400001,Feb,2023,0,0
SKU-17410001,Feb,2023,2,112
SKU-17420001,Feb,2023,5,44
SKU-17430001,Feb,2023,0,16
SKU-17440001,Feb,2023,0,0
SKU-17450001,Feb,2023,9,29
SKU-17460001,Feb,2023,8,79
SKU-17470000,Feb,2023,2,6
SKU-17480001,Feb,2023,0,0
SKU-17490000,Feb,2023,1,19
SKU-17500000,Feb,2023,0,0
SKU-17510000,Feb,2023,4,26
SKU-17520000,Feb,2023,0,0
SKU-17530001,Feb,2023,5,24
SKU-17540001,Feb,2023,24,118
SKU-17550001,Feb,2023,12,98
SKU-17560001,Feb,2023,5,40
SKU-17570000,Feb,2023,2,20
SKU-17580000,Feb,2023,7,51
SKU-17590000,Feb,2023,6,70
SKU-17600000,Feb,2023,2,8
SKU-17610000,Feb,2023,0,0
SKU-17620001,Feb,2023,0,0
SKU-17630000,Feb,2023,0,0
SKU-17640001,Feb,2023,1,6
SKU-17650001,Feb,2023,3,71
SKU-17660001,Feb,2023,0,0
SKU-17670000,Feb,2023,0,0
SKU-17680000,Feb,2023,4,71
SKU-17690000,Feb,2023,1,23
SKU-17700000,Feb,2023,10,66
SKU-17710000,Feb,2023,2,9
SKU-17720000,Feb,2023,2,56
SKU-17730000,Feb,2023,21,0
SKU-17740001,Feb,2023,0,0
SKU-17750001,Feb,2023,0,0
SKU-17760000,Feb,2023,0,0
SKU-17770001,Feb,2023,2,117
SKU-17780000,Feb,2023,0,0
SKU-17790001,Feb,2023,0,0
SKU-17800000,Feb,2023,2,67
SKU-17810000,Feb,2023,0,0
SKU-17820000,Feb,2023,0,0
SKU-17830001,Feb,2023,2,38
SKU-17840000,Feb,2023,0,0
SKU-17850001,Feb,2023,0,0
SKU-17860000,Feb,2023,2,21
SKU-17870001,Feb,2023,16,36
SKU-17880000,Feb,2023,0,0
SKU-17890001,Feb,2023,13,87
SKU-17900001,Feb,2023,0,0
SKU-17910001,Feb,2023,20,35
SKU-17920000,Feb,2023,0,0
SKU-17930001,Feb,2023,2,92
SKU-17940000,Feb,2023,2,41
SKU-17950001,Feb,2023,0,0
SKU-17960001,Feb,2023,4,131
SKU-17970001,Feb,2023,0,18
SKU-17980000,Feb,2023,2,66
SKU-17990000,Feb,2023,0,0
SKU-18000000,Feb,2023,0,0
SKU-18010001,Feb,2023,1,12
SKU-18020001,Feb,2023,0,0
SKU-18030000,Feb,2023,1,31
SKU-18040001,Feb,2023,2,13
SKU-18050000,Feb,2023,0,0
SKU-18060001,Feb,2023,5,33
SKU-18070000,Feb,2023,0,0
SKU-18080001,Feb,2023,0,0
SKU-18090000,Feb,2023,0,0
SKU-18100001,Feb,2023,2,32
SKU-18110000,Feb,2023,0,13
SKU-18120000,Feb,2023,6,74
SKU-18130000,Feb,2023,1,29
SKU-18140001,Feb,2023,3,30
SKU-18150000,Feb,2023,1,38
SKU-18160001,Feb,2023,4,20
SKU-18170001,Feb,2023,0,0
SKU-18180000,Feb,2023,8,31
SKU-18190000,Feb,2023,0,0
SKU-18200000,Feb,2023,0,18
SKU-18210001,Feb,2023,0,5
SKU-18220000,Feb,2023,0,0
SKU-18230001,Feb,2023,0,0
SKU-18240000,Feb,2023,0,0
SKU-18250000,Feb,2023,0,0
SKU-18260000,Feb,2023,2,71
SKU-18270001,Feb,2023,2,41
SKU-18280001,Feb,2023,1,28
SKU-18290001,Feb,2023,5,353
SKU-18300001,Feb,2023,0,0
SKU-18310001,Feb,2023,2,23
SKU-18320001,Feb,2023,1,9
SKU-18330000,Feb,2023,1,29
SKU-18340000,Feb,2023,0,3
SKU-18350000,Feb,2023,6,51
SKU-18360001,Feb,2023,0,0
SKU-18370001,Feb,2023,0,0
SKU-18380000,Feb,2023,0,0
SKU-18390000,Feb,2023,2,72
SKU-18400001,Feb,2023,0,0
SKU-18410000,Feb,2023,0,0
SKU-18420001,Feb,2023,0,38
SKU-18430001,Feb,2023,5,33
SKU-18440000,Feb,2023,0,0
SKU-18450001,Feb,2023,2,7
SKU-18460000,Feb,2023,1,17
SKU-18470000,Feb,2023,0,0
SKU-18480001,Feb,2023,3,84
SKU-18490000,Feb,2023,0,0
SKU-18500001,Feb,2023,1,22
SKU-18510001,Feb,2023,0,0
SKU-18520000,Feb,2023,16,118
SKU-18530000,Feb,2023,8,47
SKU-18540001,Feb,2023,0,0
SKU-18550001,Feb,2023,1,6
SKU-18560000,Feb,2023,0,14
SKU-18570000,Feb,2023,0,0
SKU-18580000,Feb,2023,1,23
SKU-18590000,Feb,2023,2,19
SKU-18600000,Feb,2023,0,0
SKU-18610000,Feb,2023,0,0
SKU-18620001,Feb,2023,0,0
SKU-18630000,Feb,2023,1,29
SKU-18640000,Feb,2023,1,22
SKU-18650001,Feb,2023,0,0
SKU-18660000,Feb,2023,0,0
SKU-18670000,Feb,2023,0,11
SKU-18680001,Feb,2023,4,31
SKU-18690001,Feb,2023,16,75
SKU-18700000,Feb,2023,2,51
SKU-18710000,Feb,2023,0,0
SKU-18720000,Feb,2023,0,2
SKU-18730001,Feb,2023,2,11
SKU-18740000,Feb,2023,0,0
SKU-18750001,Feb,2023,1,32
SKU-18760001,Feb,2023,0,0
SKU-18770000,Feb,2023,2,31
SKU-18780000,Feb,2023,1,78
SKU-18790001,Feb,2023,5,44
SKU-18800001,Feb,2023,0,0
SKU-18810001,Feb,2023,0,0
SKU-18820001,Feb,2023,0,0
SKU-18830001,Feb,2023,0,0
SKU-18840000,Feb,2023,0,8
SKU-18850000,Feb,2023,0,9
SKU-18860000,Feb,2023,0,0
SKU-18870001,Feb,2023,0,0
SKU-18880001,Feb,2023,0,0
SKU-18890000,Feb,2023,4,19
SKU-18900000,Feb,2023,0,12
SKU-18910001,Feb,2023,2,7
SKU-18920000,Feb,2023,2,69
SKU-18930001,Feb,2023,0,6
SKU-18940000,Feb,2023,0,1
SKU-18950000,Feb,2023,0,0
SKU-18960001,Feb,2023,1,14
SKU-18970001,Feb,2023,0,0
SKU-18980001,Feb,2023,1,37
SKU-18990001,Feb,2023,2,12
SKU-19000000,Feb,2023,0,0
SKU-19010001,Feb,2023,0,0
SKU-19020001,Feb,2023,1,25
SKU-19030001,Feb,2023,0,4
SKU-19040000,Feb,2023,7,43
SKU-19050000,Feb,2023,2,19
SKU-19060000,Feb,2023,0,0
SKU-19070001,Feb,2023,2,71
SKU-19080000,Feb,2023,0,0
SKU-19090001,Feb,2023,1,37
SKU-19100000,Feb,2023,38,135
SKU-19110001,Feb,2023,11,93
SKU-19120001,Feb,2023,0,0
SKU-19130000,Feb,2023,0,0
SKU-19140000,Feb,2023,0,0
SKU-19150001,Feb,2023,2,55
SKU-19160000,Feb,2023,0,0
SKU-19170001,Feb,2023,0,66
SKU-19180000,Feb,2023,0,0
SKU-19190001,Feb,2023,0,0
SKU-19200000,Feb,2023,1,17
SKU-19210000,Feb,2023,2,182
SKU-19220000,Feb,2023,1,65
SKU-19230000,Feb,2023,0,0
SKU-19240000,Feb,2023,0,0
SKU-19250000,Feb,2023,0,0
SKU-19260001,Feb,2023,0,0
SKU-19270000,Feb,2023,0,0
SKU-19280000,Feb,2023,0,0
SKU-19290000,Feb,2023,0,0
SKU-19300000,Feb,2023,3,47
SKU-19310001,Feb,2023,20,28
SKU-19320000,Feb,2023,0,0
SKU-19330001,Feb,2023,0,0
SKU-19340001,Feb,2023,0,0
SKU-19350001,Feb,2023,0,0
SKU-19360001,Feb,2023,1,37
SKU-19370000,Feb,2023,0,0
SKU-19380001,Feb,2023,6,26
SKU-19390001,Feb,2023,2,51
SKU-19400001,Feb,2023,0,0
SKU-19410000,Feb,2023,0,23
SKU-19420000,Feb,2023,1,67
SKU-19430000,Feb,2023,6,25
SKU-19440001,Feb,2023,1,57
SKU-19450001,Feb,2023,0,0
SKU-19460000,Feb,2023,1,7
SKU-19470000,Feb,2023,0,0
SKU-19480000,Feb,2023,2,37
SKU-19490001,Feb,2023,1,47
SKU-19500000,Feb,2023,2,27
SKU-19510001,Feb,2023,3,16
SKU-19520000,Feb,2023,0,0
SKU-19530000,Feb,2023,1,10
SKU-19540000,Feb,2023,0,34
SKU-19550000,Feb,2023,0,0
SKU-19560001,Feb,2023,0,0
SKU-19570000,Feb,2023,0,0
SKU-19580000,Feb,2023,40,102
SKU-19590000,Feb,2023,2,4
SKU-19600001,Feb,2023,0,98
SKU-19610001,Feb,2023,0,0
SKU-19620001,Feb,2023,2,34
SKU-19630000,Feb,2023,13,70
SKU-19640000,Feb,2023,0,0
SKU-19650001,Feb,2023,0,0
SKU-19660001,Feb,2023,2,65
SKU-19670001,Feb,2023,3,11
SKU-19680001,Feb,2023,0,2
SKU-19690001,Feb,2023,0,0
SKU-19700000,Feb,2023,0,0
SKU-19710001,Feb,2023,0,0
SKU-19720000,Feb,2023,0,0
SKU-19730000,Feb,2023,0,0
SKU-19740000,Feb,2023,22,125
SKU-19750001,Feb,2023,1,25
SKU-19760001,Feb,2023,2,17
SKU-19770000,Feb,2023,0,0
SKU-19780000,Feb,2023,0,0
SKU-19790001,Feb,2023,0,0
SKU-19800001,Feb,2023,16,259
SKU-19810000,Feb,2023,0,0
SKU-19820000,Feb,2023,3,164
SKU-19830001,Feb,2023,1,2
SKU-19840000,Feb,2023,0,0
SKU-19850001,Feb,2023,0,0
SKU-19860000,Feb,2023,0,0
SKU-19870001,Feb,2023,3,50
SKU-19880000,Feb,2023,2,75
SKU-19890001,Feb,2023,0,0
SKU-19900001,Feb,2023,0,0
SKU-19910001,Feb,2023,0,0
SKU-19920001,Feb,2023,1,9
SKU-19930001,Feb,2023,0,0
SKU-19940001,Feb,2023,1,26
SKU-19950001,Feb,2023,1,27
SKU-19960001,Feb,2023,2,61
SKU-19970000,Feb,2023,13,14
SKU-19980001,Feb,2023,0,0
SKU-19990000,Feb,2023,0,0
SKU-20000000,Feb,2023,0,0
SKU-20010001,Feb,2023,6,46
SKU-20020001,Feb,2023,0,0
SKU-20030001,Feb,2023,2,32
SKU-20040000,Feb,2023,0,0
SKU-20050000,Feb,2023,2,62
SKU-20060000,Feb,2023,1,289
SKU-20070000,Feb,2023,0,0
SKU-20080000,Feb,2023,0,0
SKU-20090000,Feb,2023,0,0
SKU-20100000,Feb,2023,0,30
SKU-20110000,Feb,2023,39,154
SKU-20120001,Feb,2023,0,0
SKU-20130000,Feb,2023,0,0
SKU-20140001,Feb,2023,6,38
SKU-20150001,Feb,2023,1,22
SKU-20160000,Feb,2023,0,0
SKU-20170001,Feb,2023,10,49
SKU-20180001,Feb,2023,0,0
SKU-20190000,Feb,2023,2,20
SKU-20200001,Feb,2023,1,17
SKU-20210001,Feb,2023,0,23
SKU-20220001,Feb,2023,1,48
SKU-20230000,Feb,2023,0,0
SKU-20240000,Feb,2023,0,0
SKU-20250000,Feb,2023,1,29
SKU-20260000,Feb,2023,0,0
SKU-20270000,Feb,2023,3,103
SKU-20280000,Feb,2023,0,0
SKU-20290000,Feb,2023,1,23
SKU-20300001,Feb,2023,1,62
SKU-20310001,Feb,2023,0,0
SKU-20320000,Feb,2023,0,16
SKU-20330000,Feb,2023,0,0
SKU-20340001,Feb,2023,0,0
SKU-20350000,Feb,2023,2,16
SKU-20360001,Feb,2023,4,24
SKU-20370001,Feb,2023,0,0
SKU-20380001,Feb,2023,0,34
SKU-20390000,Feb,2023,0,9
SKU-20400000,Feb,2023,0,0
SKU-20410000,Feb,2023,10,57
SKU-20420001,Feb,2023,8,83
SKU-20430000,Feb,2023,1,27
SKU-20440000,Feb,2023,0,0
SKU-20450000,Feb,2023,7,73
SKU-20460000,Feb,2023,0,0
SKU-20470000,Feb,2023,0,0
SKU-20480001,Feb,2023,0,0
SKU-20490000,Feb,2023,0,26
SKU-20500000,Feb,2023,2,14
SKU-20510000,Feb,2023,0,7
SKU-20520000,Feb,2023,0,0
SKU-20530001,Feb,2023,0,0
SKU-20540001,Feb,2023,0,0
SKU-20550000,Feb,2023,0,0
SKU-20560000,Feb,2023,1,12
SKU-20570000,Feb,2023,0,0
SKU-20580000,Feb,2023,1,12
SKU-20590000,Feb,2023,1,57
SKU-20600000,Feb,2023,0,0
SKU-20610001,Feb,2023,2,32
SKU-20620001,Feb,2023,2,11
SKU-20630000,Feb,2023,0,0
SKU-20640000,Feb,2023,0,0
SKU-20650000,Feb,2023,2,69
SKU-20660000,Feb,2023,0,0
SKU-20670000,Feb,2023,3,57
SKU-20680000,Feb,2023,1,7
SKU-20690000,Feb,2023,0,0
SKU-20700001,Feb,2023,0,3
SKU-20710000,Feb,2023,0,0
SKU-20720000,Feb,2023,0,0
SKU-20730000,Feb,2023,0,0
SKU-20740000,Feb,2023,2,23
SKU-20750000,Feb,2023,4,40
SKU-20760001,Feb,2023,0,40
SKU-20770000,Feb,2023,0,14
SKU-20780001,Feb,2023,0,0
SKU-20790000,Feb,2023,0,0
SKU-20800001,Feb,2023,0,0
SKU-20810000,Feb,2023,4,36
SKU-20820000,Feb,2023,0,0
SKU-20830001,Feb,2023,4,134
SKU-20840001,Feb,2023,1,34
SKU-20850000,Feb,2023,0,14
SKU-20860000,Feb,2023,2,6
SKU-20870001,Feb,2023,0,0
SKU-20880000,Feb,2023,0,0
SKU-20890001,Feb,2023,0,0
SKU-20900000,Feb,2023,1,31
SKU-20910001,Feb,2023,0,0
SKU-20920000,Feb,2023,0,11
SKU-20930001,Feb,2023,0,0
SKU-20940000,Feb,2023,0,0
SKU-20950001,Feb,2023,0,0
SKU-20960001,Feb,2023,0,345
SKU-20970000,Feb,2023,0,31
SKU-20980001,Feb,2023,1,57
SKU-20990000,Feb,2023,0,0
SKU-21000001,Feb,2023,0,25
SKU-21010000,Feb,2023,0,0
SKU-21020001,Feb,2023,0,0
SKU-21030000,Feb,2023,0,10
SKU-21040000,Feb,2023,0,0
SKU-21050001,Feb,2023,0,0
SKU-21060000,Feb,2023,1,13
SKU-21070000,Feb,2023,0,0
SKU-21080001,Feb,2023,2,56
SKU-21090001,Feb,2023,0,0
SKU-21100000,Feb,2023,4,38
SKU-21110000,Feb,2023,0,0
SKU-21120001,Feb,2023,10,20
SKU-21130001,Feb,2023,0,0
SKU-21140001,Feb,2023,0,0
SKU-21150001,Feb,2023,0,0
SKU-21160001,Feb,2023,6,127
SKU-21170000,Feb,2023,2,52
SKU-21180001,Feb,2023,4,11
SKU-21190000,Feb,2023,1,35
SKU-21200001,Feb,2023,0,0
SKU-21210000,Feb,2023,0,0
SKU-21220001,Feb,2023,4,25
SKU-21230000,Feb,2023,3,14
SKU-21240000,Feb,2023,0,0
SKU-21250000,Feb,2023,1,11
SKU-21260001,Feb,2023,0,0
SKU-21270001,Feb,2023,2,10
SKU-21280000,Feb,2023,0,0
SKU-21290000,Feb,2023,1,23
SKU-21300000,Feb,2023,0,0
SKU-21310001,Feb,2023,0,0
SKU-21320000,Feb,2023,0,0
SKU-21330000,Feb,2023,0,0
SKU-21340000,Feb,2023,0,0
SKU-21350001,Feb,2023,0,0
SKU-21360000,Feb,2023,0,0
SKU-21370001,Feb,2023,2,25
SKU-21380001,Feb,2023,2,15
SKU-21390001,Feb,2023,2,16
SKU-21400001,Feb,2023,1,7
SKU-21410000,Feb,2023,0,0
SKU-21420001,Feb,2023,0,0
SKU-21430001,Feb,2023,0,14
SKU-21440000,Feb,2023,0,0
SKU-21450000,Feb,2023,0,0
SKU-21460001,Feb,2023,0,0
SKU-21470001,Feb,2023,0,0
SKU-21480001,Feb,2023,0,0
SKU-21490000,Feb,2023,0,0
SKU-21500001,Feb,2023,0,0
SKU-21510000,Feb,2023,1,50
SKU-21520001,Feb,2023,0,0
SKU-21530000,Feb,2023,0,0
SKU-21540000,Feb,2023,2,6
SKU-21550000,Feb,2023,1,2
SKU-21560000,Feb,2023,0,0
SKU-21570000,Feb,2023,0,26
SKU-21580000,Feb,2023,0,0
SKU-21590001,Feb,2023,0,25
SKU-21600001,Feb,2023,0,0
SKU-21610001,Feb,2023,0,0
SKU-21620000,Feb,2023,13,70
SKU-21630001,Feb,2023,1,3
SKU-21640000,Feb,2023,1,17
SKU-21650000,Feb,2023,0,0
SKU-21660000,Feb,2023,0,0
SKU-21670001,Feb,2023,0,0
SKU-21680001,Feb,2023,1,23
SKU-21690000,Feb,2023,4,12
SKU-21700001,Feb,2023,0,8
SKU-21710000,Feb,2023,3,17
SKU-21720001,Feb,2023,1,18
SKU-21730001,Feb,2023,0,0
SKU-21740001,Feb,2023,0,0
SKU-21750000,Feb,2023,1,12
SKU-21760000,Feb,2023,4,12
SKU-21770001,Feb,2023,0,0
SKU-21780000,Feb,2023,0,0
SKU-21790001,Feb,2023,1,34
SKU-21800001,Feb,2023,2,12
SKU-21810001,Feb,2023,0,0
SKU-21820001,Feb,2023,0,0
SKU-21830001,Feb,2023,0,0
SKU-21840000,Feb,2023,0,0
SKU-21850001,Feb,2023,0,6
SKU-21860000,Feb,2023,0,0
SKU-21870001,Feb,2023,0,14
SKU-21880001,Feb,2023,0,0
SKU-21890001,Feb,2023,1,8
SKU-21900000,Feb,2023,0,0
SKU-21910001,Feb,2023,2,6
SKU-21920000,Feb,2023,80,64
SKU-21930000,Feb,2023,0,0
SKU-21940000,Feb,2023,0,0
SKU-21950000,Feb,2023,3,20
SKU-21960000,Feb,2023,1,30
SKU-21970001,Feb,2023,0,0
SKU-21980000,Feb,2023,0,0
SKU-21990001,Feb,2023,0,0
SKU-22000001,Feb,2023,0,0
SKU-22010000,Feb,2023,0,0
SKU-22020000,Feb,2023,1,84
SKU-22030000,Feb,2023,14,50
SKU-22040000,Feb,2023,0,8
SKU-22050001,Feb,2023,0,0
SKU-22060001,Feb,2023,0,1
SKU-22070000,Feb,2023,0,0
SKU-22080001,Feb,2023,2,27
